Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	24785465	IC50	=	13.7	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	=	20.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	25461320	IC50	=	24.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	US-9226923-B2	IC50	<	1.2	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	21708465	IC50	=	600.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	21572589	IC50	=	200.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	3.162	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	24819116	Ki	=	0.74	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	US-9199944-B2	IC50	=	36.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	24468632	EC50	=	22840.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	12.59	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	24900831	IC50	=	28.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	28280261	Kd	=	525.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	US-9199944-B2	IC50	=	220.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	US-9226923-B2	IC50	=	2.7	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	24468632	EC50	=	2042.0	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	<	1.0	III
Crizotinib	Crizotinib	TNK2	Protein	Q07912	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	760.0	III
Crizotinib	Crizotinib	TNK2	Protein	Q07912	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	3981.07	III
Crizotinib	Crizotinib	TNK2	Protein	Q07912	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	398.11	III
Crizotinib	Crizotinib	SLK	Protein	Q9H2G2	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	31.62	III
Crizotinib	Crizotinib	SLK	Protein	Q9H2G2	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	18.0	III
Crizotinib	Crizotinib	SLK	Protein	Q9H2G2	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	39.81	III
Crizotinib	Crizotinib	DSTYK	Protein	Q6XUX3	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	450.0	III
Crizotinib	Crizotinib	EPHA4	Protein	P54764	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	360.0	III
Crizotinib	Crizotinib	ULK1	Protein	O75385	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	1000.0	III
Crizotinib	Crizotinib	IKBKE	Protein	Q14164	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	710.0	III
Crizotinib	Crizotinib	IKBKE	Protein	Q14164	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	501.19	III
Crizotinib	Crizotinib	IKBKE	Protein	Q14164	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	3162.28	III
Crizotinib	Crizotinib	MST1R	Protein	Q04912	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	25.0	III
Crizotinib	Crizotinib	MST1R	Protein	Q04912	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	MST1R	Protein	Q04912	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	=	300.0	III
Crizotinib	Crizotinib	MST1R	Protein	Q04912	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	3162.28	III
Crizotinib	Crizotinib	IRAK1	Protein	P51617	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	199.53	III
Crizotinib	Crizotinib	IRAK1	Protein	P51617	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	49.0	III
Crizotinib	Crizotinib	STK35	Protein	Q8TDR2	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	610.0	III
Crizotinib	Crizotinib	ABL2	Protein	P42684	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	460.0	III
Crizotinib	Crizotinib	JAK3	Protein	P52333	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	630.96	III
Crizotinib	Crizotinib	JAK3	Protein	P52333	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	200.0	III
Crizotinib	Crizotinib	JAK3	Protein	P52333	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	5011.87	III
Crizotinib	Crizotinib	JAK3	Protein	P52333	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1995.26	III
Crizotinib	Crizotinib	TXK	Protein	P42681	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	850.0	III
Crizotinib	Crizotinib	TIE1	Protein	P35590	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	110.0	III
Crizotinib	Crizotinib	YES1	Protein	P07947	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	770.0	III
Crizotinib	Crizotinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	79.0	III
Crizotinib	Crizotinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	39.81	III
Crizotinib	Crizotinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	50.12	III
Crizotinib	Crizotinib	TSSK2	Protein	Q96PF2	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	630.96	III
Crizotinib	Crizotinib	CDK11A	Protein	Q9UQ88	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	420.0	III
Crizotinib	Crizotinib	NUAK2	Protein	Q9H093	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	120.0	III
Crizotinib	Crizotinib	FRK	Protein	P42685	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	FRK	Protein	P42685	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	2900.0	III
Crizotinib	Crizotinib	FRK	Protein	P42685	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	199.53	III
Crizotinib	Crizotinib	FES	Protein	P07332	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	50.12	III
Crizotinib	Crizotinib	FES	Protein	P07332	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	450.0	III
Crizotinib	Crizotinib	ACVR1B	Protein	P36896	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	860.0	III
Crizotinib	Crizotinib	TGFBR1	Protein	P36897	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	1000.0	III
Crizotinib	Crizotinib	RIPK2	Protein	O43353	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	900.0	III
Crizotinib	Crizotinib	JAK2	Protein	O60674	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	794.33	III
Crizotinib	Crizotinib	JAK2	Protein	O60674	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	100.0	III
Crizotinib	Crizotinib	JAK2	Protein	O60674	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	290.0	III
Crizotinib	Crizotinib	LIMK2	Protein	P53671	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	690.0	III
Crizotinib	Crizotinib	MERTK	Protein	Q12866	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	3.6	III
Crizotinib	Crizotinib	MERTK	Protein	Q12866	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	100.0	III
Crizotinib	Crizotinib	TNNI3K	Protein	Q59H18	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	110.0	III
Crizotinib	Crizotinib	BMPR1B	Protein	O00238	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	230.0	III
Crizotinib	Crizotinib	PTK2B	Protein	Q14289	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	190.0	III
Crizotinib	Crizotinib	PTK2B	Protein	Q14289	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	158.49	III
Crizotinib	Crizotinib	FLT1	Protein	P17948	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	125.89	III
Crizotinib	Crizotinib	FLT1	Protein	P17948	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	2300.0	III
Crizotinib	Crizotinib	FLT1	Protein	P17948	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	1000.0	III
Crizotinib	Crizotinib	FLT1	Protein	P17948	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	3981.07	III
Crizotinib	Crizotinib	FLT1	Protein	P17948	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	2511.89	III
Crizotinib	Crizotinib	EPHA5	Protein	P54756	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	1000.0	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	<	1.0	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	10.0	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	=	294.0	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	5.012	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	7.8	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	100.0	III
Crizotinib	Crizotinib	AXL	Protein	P30530	Homo sapiens	HiTS Small Molecule Suite	22247788	IC50	=	300.0	III
Crizotinib	Crizotinib	CSF1R	Protein	P07333	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	501.19	III
Crizotinib	Crizotinib	CSF1R	Protein	P07333	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	>	10000.0	III
Crizotinib	Crizotinib	CSF1R	Protein	P07333	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	210.0	III
Crizotinib	Crizotinib	CSF1R	Protein	P07333	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	2511.89	III
Crizotinib	Crizotinib	DDR1	Protein	Q08345	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	510.0	III
Crizotinib	Crizotinib	EPHA2	Protein	P29317	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	1000.0	III
Crizotinib	Crizotinib	EPHA2	Protein	P29317	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	125.89	III
Crizotinib	Crizotinib	EPHA2	Protein	P29317	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	100.0	III
Crizotinib	Crizotinib	EPHA2	Protein	P29317	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	251.19	III
Crizotinib	Crizotinib	EPHA7	Protein	Q15375	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	470.0	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1258.93	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	50.12	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	>	10000.0	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	800.0	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	100.0	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	251.19	III
Crizotinib	Crizotinib	MAP3K13	Protein	O43283	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	230.0	III
Crizotinib	Crizotinib	CASK	Protein	O14936	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	140.0	III
Crizotinib	Crizotinib	CDC7	Protein	O00311	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	794.33	III
Crizotinib	Crizotinib	CDC7	Protein	O00311	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	1258.93	III
Crizotinib	Crizotinib	EPHB6	Protein	O15197	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	6.0	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	1995.26	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	1000.0	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	560.0	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	>	10000.0	III
Crizotinib	Crizotinib	LTK	Protein	P29376	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	12.0	III
Crizotinib	Crizotinib	LTK	Protein	P29376	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	2.512	III
Crizotinib	Crizotinib	LTK	Protein	P29376	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	50.12	III
Crizotinib	Crizotinib	EPHA1	Protein	P21709	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	140.0	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	=	448.0	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	=	5.0	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	270.0	III
Crizotinib	Crizotinib	STK10	Protein	O94804	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	44.0	III
Crizotinib	Crizotinib	TAOK1	Protein	Q7L7X3	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	100.0	III
Crizotinib	Crizotinib	TAOK1	Protein	Q7L7X3	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	199.53	III
Crizotinib	Crizotinib	TAOK1	Protein	Q7L7X3	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	2511.89	III
Crizotinib	Crizotinib	TAOK1	Protein	Q7L7X3	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	1200.0	III
Crizotinib	Crizotinib	MAP3K2	Protein	Q9Y2U5	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	72.0	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	HiTS Small Molecule Suite	27144831	IC50	=	201.0	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	398.11	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	HiTS Small Molecule Suite	21708465	IC50	=	650.0	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	340.0	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	=	102.0	III
Crizotinib	Crizotinib	EPHA3	Protein	P29320	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	700.0	III
Crizotinib	Crizotinib	AURKB	Protein	Q96GD4	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	50.12	III
Crizotinib	Crizotinib	AURKB	Protein	Q96GD4	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	AURKB	Protein	Q96GD4	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	39.81	III
Crizotinib	Crizotinib	AURKB	Protein	Q96GD4	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	76.0	III
Crizotinib	Crizotinib	MAP4K2	Protein	Q12851	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	MAP4K2	Protein	Q12851	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	2511.89	III
Crizotinib	Crizotinib	MAP4K2	Protein	Q12851	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	251.19	III
Crizotinib	Crizotinib	MAP4K2	Protein	Q12851	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	80.0	III
Crizotinib	Crizotinib	LIMK1	Protein	P53667	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	100.0	III
Crizotinib	Crizotinib	LIMK1	Protein	P53667	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	830.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	1584.89	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	3162.28	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	860.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	850.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	1000.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	3000.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	210.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	900.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1258.93	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	730.0	III
Crizotinib	Crizotinib	FLT3	Protein	P36888	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	500.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	12.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	100.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	79.43	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	78.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	610.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	2700.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1584.89	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	630.96	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	26698536	IC50	>	1000.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	3200.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	97.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	18077425	IC50	=	1159.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	590.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	10.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	=	24.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	74.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	110.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	87.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	97.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	33.0	III
Crizotinib	Crizotinib	ABL1	Protein	P00519	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	170.0	III
Crizotinib	Crizotinib	SIK2	Protein	Q9H0K1	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	200.0	III
Crizotinib	Crizotinib	ANKK1	Protein	Q8NFD2	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	780.0	III
Crizotinib	Crizotinib	BLK	Protein	P51451	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	110.0	III
Crizotinib	Crizotinib	BLK	Protein	P51451	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	630.96	III
Crizotinib	Crizotinib	BLK	Protein	P51451	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1000.0	III
Crizotinib	Crizotinib	NTRK3	Protein	Q16288	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	82.0	III
Crizotinib	Crizotinib	NTRK3	Protein	Q16288	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	316.23	III
Crizotinib	Crizotinib	NTRK3	Protein	Q16288	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	>	3162.28	III
Crizotinib	Crizotinib	NTRK3	Protein	Q16288	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	5.012	III
Crizotinib	Crizotinib	BMP2K	Protein	Q9NSY1	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	740.0	III
Crizotinib	Crizotinib	NTRK2	Protein	Q16620	Homo sapiens	HiTS Small Molecule Suite	21812414	IC50	=	2.0	III
Crizotinib	Crizotinib	NTRK2	Protein	Q16620	Homo sapiens	HiTS Small Molecule Suite	22037378	Kd	=	37.0	III
Crizotinib	Crizotinib	NTRK2	Protein	Q16620	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	158.49	III
Crizotinib	Crizotinib	NTRK2	Protein	Q16620	Homo sapiens	HiTS Small Molecule Suite	CHEMBL1201862	Ki	=	1000.0	III
